chr start end rho corr h2_1 h2_2 var p m
1 24528210 25305673 1.8305957735066924e-05 NA 0.0019422191756706146 -1.5518884518373628e-05 2.4636659730284096e-09 0.7122700754980238 295
1 25305783 26976424 -1.1612923844021784e-05 NA 0.002594296750332691 -3.352821977308721e-06 7.881251360995586e-09 0.8959248870684133 588
1 26981479 28160199 1.0286835721702924e-05 0.26016467928266124 5.850507683076702e-05 2.672227225008409e-05 5.470253581341683e-10 0.6600652066611308 196
1 28168872 29181525 1.4029179589338808e-05 0.7576912015426844 5.696098166854529e-05 6.01869860231747e-06 7.341090473837872e-10 0.6046061873594428 236
1 29184254 30792409 -1.173115478431778e-05 NA 0.00012217868102703348 -6.652273902634453e-07 2.1012357120736295e-09 0.7980129971921409 672
1 30792984 32042421 -6.020991221593338e-06 NA -9.04170267992233e-07 3.9242324310489205e-06 1.6723125983647681e-09 0.8829470165850255 587
1 32042540 34016219 -1.8210873277275817e-05 NA 0.00018240639980351674 -7.635026163341906e-06 1.5472148442032194e-09 0.6433838761302413 477
1 34017349 34797348 1.2487810859979106e-05 0.15459634296274238 0.00019639539934051642 3.322330873435694e-05 1.3010635255354581e-09 0.7291864255565956 416
1 34798014 35364965 3.4151984309988216e-06 0.1114943086835337 2.009505574501258e-05 4.669144032926691e-05 8.830235593890476e-10 0.9085013632829937 260
1 35366056 38196841 8.85135052563185e-05 0.572610955872108 0.00026488502305055097 9.020744239785e-05 2.169671949199985e-09 0.057399308579091673 732
1 38459210 39535259 6.804192558516777e-07 0.05386360711744227 5.147638953618955e-06 3.099946832010331e-05 1.3458511623470636e-09 0.9852023332935536 398
1 39537291 40933221 5.585798638630664e-05 0.8393321678580996 0.0002687877828218324 1.647757476208181e-05 1.3125911606194556e-09 0.12312867708390943 423
1 40934284 42166782 7.464520970758092e-05 0.49223228759561605 0.001182650279764821 1.9444973296529166e-05 2.8770971136571724e-09 0.1640335963452998 466
1 42168539 43365094 5.353237653024711e-06 NA 0.0001943841218633837 -4.562666353939381e-06 1.0461406582841546e-09 0.868543405945205 388
1 43365565 44482312 -2.820528380123969e-05 NA 0.00021694273412332482 -1.0961112322729255e-06 1.2315461856642461e-09 0.42155833031611933 445
1 44483704 46895641 8.33193968600592e-06 0.10218318309961003 0.0001790165748211659 3.713984929304293e-05 3.1663702109647544e-09 0.8822880104780261 744
1 46897698 47999344 2.8513580106093092e-05 0.589841727229569 0.0004501889491491183 5.190840498603161e-06 3.511459069068626e-09 0.6303882773532417 381
1 48000156 50640662 -2.6911456890987192e-05 -1.0820239715325386 0.00045882247770282733 1.3482051089154446e-06 4.127100147843671e-09 0.6752861537243571 774
1 50641944 53116453 -9.236749296882451e-05 NA 0.0020109317857802114 -6.542210819607359e-07 2.3847711521548826e-09 0.05856375569887439 441
1 53117066 54197141 -2.1079719260188792e-05 -0.40075632818860213 0.00045510794090595537 6.079312302529183e-06 1.6889500952016765e-09 0.6080016807173034 389
1 54197688 55012825 -8.050879433174444e-06 NA 0.00014188890260706435 -6.694217911069765e-06 9.417530844973225e-10 0.7930545375333851 281
1 55012881 55479198 1.8845299029732125e-05 NA 5.246991911553758e-05 -1.673448432696592e-05 7.567581734932205e-10 0.49331017810279 233
1 55479967 56413577 1.15273482616887e-05 NA -2.5506011642622456e-05 1.1399328782320275e-05 1.4029682206496574e-09 0.7582685606504577 468
1 56414730 57585670 -7.445292555920335e-06 NA -2.1161208295272303e-05 -4.931258324646582e-06 1.7316476670204711e-09 0.8580027466280145 577
1 57585980 58535140 -1.2180938000221577e-05 NA -5.672897761693265e-05 5.855240469104895e-05 1.5115768368662476e-09 0.7540498874032922 530
1 58536417 59306823 -4.07105667247725e-05 -1.9184508773759321 0.00010475310621462256 4.2987879186006e-06 1.234272973475713e-09 0.24654527614765087 403
1 59307290 59736866 3.6131084899999e-05 0.4910070089453529 0.0002384473269306947 2.2708798833224992e-05 1.0637315635776127e-09 0.2679442131088524 181
1 59739179 61257170 2.2175762905865486e-05 0.4760501920071527 5.594739143713389e-05 3.878571552308996e-05 1.5582352536547835e-09 0.5742696371937172 523
1 61258378 62107806 -1.4986468466515429e-05 -0.7335241393194463 1.2527833395390373e-05 3.331914268461575e-05 1.2805388390352204e-09 0.6753649453774297 364
1 62108681 63376404 1.2333559624078728e-05 0.4329564330878708 0.00014137683363133708 5.739978036963361e-06 1.5484143439029104e-09 0.7539516473291352 496
1 63379031 65008206 -1.2903655159509755e-05 NA 0.0001351340792289389 -9.165649721489557e-06 2.354952343504817e-09 0.7903146456187125 768
1 65010679 66773349 -4.708823850177501e-05 -0.9909002509365109 5.4159773332615e-05 4.169540283249887e-05 1.9700479554528093e-09 0.28873579778480507 677
1 66774350 67760291 -2.866847945284973e-06 -0.16262502961081876 1.2337426674262662e-05 2.5188943729689685e-05 1.5970072579767216e-09 0.942810158167812 533
1 67761365 69441414 -4.388166282297961e-06 -0.05757281050869306 6.545025463291734e-05 8.876054295146421e-05 2.1444451520743337e-09 0.9245053634534152 696
1 69441920 70486660 1.1497423677969292e-05 0.4941743435825618 1.2213953558055142e-05 4.431843523499589e-05 9.65770303768456e-10 0.7114066828286992 321
1 70490925 71818029 1.9509280584014287e-05 NA -1.7866429349906114e-05 3.286038558960925e-05 1.4581893531297207e-09 0.609422406910218 494
1 71822765 74326378 -3.39035921614946e-07 NA -8.943981700442346e-06 3.904117519696558e-05 1.7359175649813592e-09 0.993507433075901 632
1 74326484 75992462 -1.7321881855676856e-05 -0.33132996372397744 3.007077472379749e-05 9.089167382657443e-05 1.4645472020515603e-09 0.650815155053497 546
1 75992778 76476360 2.4656893892244207e-05 2.049789666600798 6.054855257689356e-06 2.3897604418140204e-05 4.738062658491209e-10 0.25731498594771096 183
1 76477207 77139859 -2.0440237312914766e-05 -1.7473012558257968 1.6309761746554004e-05 8.390516047972506e-06 1.1151003650083873e-09 0.5404654665481962 359
1 77141039 79111862 -1.9493560173996102e-05 NA 5.6589242223502516e-05 -1.3594680074375441e-05 2.008642551080031e-09 0.6635983581878618 664
1 79113455 80341320 -1.7119872777583742e-05 -1.0158225516994173 4.089635330075281e-05 6.945136435061196e-06 1.3354832149862222e-09 0.6394488811851149 471
1 80341732 81056946 -5.989117524311232e-06 NA -1.2324568557155155e-05 1.3962411394535362e-05 6.820437163790242e-10 0.8186141378456693 237
1 81058295 82883310 -1.7858749702982212e-06 -0.031978542599501544 9.670110608940451e-05 3.225175299232308e-05 2.551400533851664e-09 0.9717959602757993 818
1 82884721 83990906 -2.591221512025116e-05 -1.4426387407392653 3.154312384257605e-05 1.0227964187981987e-05 1.22852257070866e-09 0.4597328437248106 423
1 83991748 84728665 2.234655251669029e-06 NA -1.5248560047756037e-05 4.4825776805348365e-06 8.948696896173232e-10 0.940452034781134 324
1 84729134 85940249 -1.7858455576782774e-05 -0.963994545582803 0.00010069763019429935 3.408155427402945e-06 1.7368659423627621e-09 0.6682800077416264 563
1 85940875 86549498 -3.248394807437431e-05 NA 0.0001650194550339112 -5.078570998932856e-06 1.903620808295317e-09 0.4565596475277639 263
1 86549569 87652502 -2.6540631739757566e-05 -1.1546791220629682 0.00019757308366304648 2.6740659081196984e-06 2.587472695800955e-09 0.6018352791703605 401
1 87654606 89447978 -0.0001262082063507421 -0.7509680684520039 0.0004367007811091199 6.467676342144314e-05 2.0296018836101874e-09 0.005087424564576905 589
1 89451664 91866856 -5.6112314799539796e-05 -1.101779221149425 4.046628886947627e-05 6.409642944638587e-05 2.5814110221428586e-09 0.2694161246843221 866
1 91867046 93351477 3.915574124928962e-05 0.8258960889436893 0.00012041493114722167 1.866636437401353e-05 1.5760813536059444e-09 0.3239891492325313 542
1 93352491 94451007 -1.5743016176625603e-05 -0.3895452433428664 0.00020573235545327215 7.938847759976362e-06 1.356722086627413e-09 0.6690822909233173 315
1 94452062 95199048 -5.773221793230853e-06 -0.29081755499940176 0.0001624052483505904 2.426583202945628e-06 1.154363481798462e-09 0.8650722972482994 378
1 95199771 96149941 6.8739056754246065e-06 0.5276090016239429 4.05728744365782e-05 4.183569294858613e-06 1.283461176916235e-09 0.8478422638158845 429
1 96150318 97457893 -7.168087564187941e-06 NA -3.6585671917653064e-05 2.165115631227842e-06 1.2795561120775236e-09 0.8411764497530194 462
1 97458722 98562260 -1.4121705829795082e-05 -0.5934255306377338 1.3832299185428123e-05 4.093996747732218e-05 1.5715208273771523e-09 0.7216704158634669 506
1 98564736 100064599 -2.0053413263228776e-05 NA -1.4582081484670838e-06 1.936569868852011e-05 1.645530915889629e-09 0.621058422473727 548
1 100065413 101682573 -1.6013605384953404e-05 -1.4470434577799285 3.048955086050903e-05 4.016650732798e-06 1.66680323137092e-09 0.6948841777861068 598
1 101683165 102039858 1.7843407680552252e-05 NA 3.059898202331267e-05 -8.894855410896262e-07 6.638497152388427e-10 0.4886002282367947 213
1 102040268 102893372 -1.6932698086074072e-06 NA 7.46156141460364e-05 -1.106986137369839e-05 9.331732375339855e-10 0.9557958809073406 326
1 102894567 104369301 -9.312080446241817e-06 -1.7382790518986448 5.485666140751717e-06 5.2314860614337215e-06 8.422039717320582e-10 0.7483038910830084 283
1 104373157 105192916 3.386183507121144e-06 NA -2.822922679258078e-05 5.92564646758464e-06 7.998847183821366e-10 0.9046983871028649 265
1 105193022 106641877 -1.8354330130819997e-05 NA -3.072557117159042e-05 2.6022632631709774e-05 1.0846866892021705e-09 0.577324807042807 384
1 106642705 107432265 9.752837230341283e-06 1.2819424165982678 3.6747129126555234e-06 1.5750759548905596e-05 7.968275332261128e-10 0.7297180567827368 280
1 107432576 109075191 -4.143545698628462e-05 NA 0.0005159472877181219 -1.84094862338419e-05 2.0713099057973337e-09 0.36259243169942035 657
1 109075561 110301260 -2.9317209690970385e-05 -0.997134340012753 4.975227635239742e-05 1.7375006046308845e-05 1.3648279181871464e-09 0.4274474598104442 450
1 110302505 111738116 1.883308037058516e-05 0.5917691157413218 2.749357287605914e-05 3.683892484286165e-05 1.986620028978273e-09 0.6726336605329912 644
1 111739749 112560278 -2.0730058268552607e-05 NA -6.108278029905862e-06 5.161850484854497e-05 1.6946272861809773e-09 0.6145606640729189 542
1 112561693 114451307 1.648138696342753e-05 0.189060556430849 0.0001554000277888976 4.8902893554268745e-05 1.8637966934228875e-09 0.7026367397444557 657
1 114451386 115878242 -9.405173122837235e-06 -0.10669358072858864 0.00012922670583298147 6.013187322318857e-05 2.0158982312628287e-09 0.8340773392231224 611
1 115879821 116884431 3.1792132192954233e-06 NA 3.843979020029356e-05 -1.2776567126809904e-05 1.1566000528236546e-09 0.9255206393532771 385
1 116884519 118837474 -4.610617112412387e-05 -0.19735438666963154 0.0017640423158494264 3.0939660847483076e-05 3.6425844944047318e-09 0.4449082507255059 631
1 118837888 119792751 0.00015023861367927268 1.004355801170552 0.003203570355919031 6.9847953151362136e-06 1.655016520847105e-08 0.24287450548844391 361
1 119793605 120347239 -1.175607906807344e-05 NA 0.00028877808167458843 -1.4454332898412415e-05 6.753149483993199e-10 0.650990810445712 217
1 144998563 147347713 -5.6712315548335e-06 -0.27586805924808255 3.961247678263251e-05 1.0668906834496506e-05 1.3596381586920723e-09 0.8777648167959532 472
1 147348339 151830844 -1.6523986952143486e-05 -0.22540055382154486 0.00020653096352288758 2.6021633633156856e-05 1.8559892419709934e-09 0.7013086468651275 576
1 151832901 152535021 3.1925844290684664e-05 0.376226265311449 0.0004811132898214041 1.496715326065538e-05 3.095899154154502e-09 0.5661134812830007 213
1 152535586 153163377 -6.877852085322764e-06 NA -2.9350724028912816e-06 -1.3550568316662623e-06 9.018813935839028e-10 0.8188514419133447 272
1 153165450 154544651 -0.00013808414279953458 -0.7930168460204604 0.0008952837482050254 3.3865858491866275e-05 1.5446313048007545e-09 0.00044235978512239025 487
1 154547292 156334116 -5.2555674586230654e-05 -1.034488323783585 7.89794666492785e-05 3.267938289417661e-05 1.5515014856520003e-09 0.18211559141321576 526
1 156335111 157154186 -2.1104583650427416e-05 -0.603976120753225 8.100351094707394e-05 1.5073364385723898e-05 9.644115244691629e-10 0.4967654775084138 299
1 157154324 158867538 -5.053524083011694e-06 NA -4.371987904543751e-05 1.9527279252933897e-06 2.4623146960213438e-09 0.9188828990105071 803
1 158870085 160648549 6.850810639164879e-05 0.7006768530476936 0.00021166227777843306 4.516530216290751e-05 2.3207919377310375e-09 0.1550031883761148 716
1 160649926 161973976 1.0658922993387205e-05 0.7627071144071566 1.0744758129807514e-05 1.817667368308559e-05 1.5043934087961742e-09 0.7834621752846866 498
1 161974584 162995355 2.538210063728504e-06 NA 9.968748717392056e-05 -3.0747292362577053e-06 1.6450544399013727e-09 0.950100741815314 542
1 163000394 164410254 8.464775651383281e-05 0.3939300630313534 0.0005666756865729439 8.148132333303578e-05 1.899000184559318e-09 0.05208097024318517 658
1 164412847 165190876 -5.5244725687173136e-05 -2.1356489002360535 0.0005144138932691595 1.3007961433878386e-06 2.6085762648073388e-09 0.2794055344907985 405
1 165191702 166363258 -1.6971053599700017e-05 NA 6.412745516154553e-05 -5.084993057675674e-07 1.8082837543951913e-09 0.689823729045719 586
1 166364063 167158927 -1.2531887816095867e-05 NA -5.347800212357523e-06 9.815496855384735e-06 1.3764042694187885e-09 0.7355233780134811 474
1 167159608 168168773 -9.631700939234653e-06 -0.5896070191949063 3.1214479229303596e-05 8.5491826350518e-06 1.3756092934863751e-09 0.7951028089164831 432
1 168169452 169077127 5.323781956924374e-05 1.927991570649603 1.504965669047954e-05 5.066448884806304e-05 1.523978054869477e-09 0.17265007800567744 473
1 169078572 169521853 -4.167581548836118e-06 NA -5.408127456019761e-06 -1.3181124116638427e-06 5.33002405921056e-10 0.8567462480116161 188
1 169522554 170372503 4.232325233152596e-05 NA 0.0019037732406647712 -1.3803781450627469e-05 2.315388903915625e-09 0.3790959717018315 436
1 170375663 170914261 0.00013116780415757304 1.2063700702383438 0.0026263517089849735 4.501326385328216e-06 3.4119084483098748e-09 0.024730912137203007 176
1 170915133 172647523 -3.567943495389103e-06 -0.1344957909302131 0.0002703367983598878 2.6032350523225277e-06 2.320079127759561e-09 0.9409513986030769 828
1 172648956 175384090 4.807683293463836e-05 1.2645986411245567 4.775374738820071e-05 3.0266264435092012e-05 2.8074600997491717e-09 0.3642170904288212 880
1 175385076 176416712 -3.229847759780269e-05 -1.011849087696763 7.502261131520932e-05 1.3581271739375784e-05 9.962666603404284e-10 0.3061757359249557 350
1 176418578 177431255 -1.7767191601190908e-05 -1.888123976710299 9.625940471671894e-06 9.19884678794999e-06 1.1761679777842226e-09 0.604413037638863 428
1 177432237 178940717 1.1542521879684643e-05 0.8909108220396998 3.142772291441663e-05 5.340968647725078e-06 1.782263729377151e-09 0.7845379083619257 608
1 178943012 179676274 4.146382697622633e-06 NA 2.804003856795258e-06 -1.09066392079845e-05 9.078147444806697e-10 0.8905434495631963 333
1 179678188 180567596 5.76286085907457e-07 NA -2.774233396267777e-05 1.1232518146688795e-05 1.1179326062093085e-09 0.9862485377328426 378
1 180568720 181311800 2.6836497165783023e-07 NA 3.6537469067684964e-06 -2.1320325609373267e-06 8.83848200786784e-10 0.9927977009277067 299
1 181313404 182293001 3.719088264306842e-05 0.81777744262788 8.143828499851046e-05 2.5396513396189174e-05 1.168158857158089e-09 0.27653247021687055 406
1 182294372 183796074 -4.20637072293407e-05 -0.7851946298935694 0.0002830779986319931 1.0138047790038523e-05 1.8462646581592858e-09 0.32760462163732573 560
1 183796618 185511423 -1.1916942065382301e-05 -0.6509158786016966 2.6902303075111778e-05 1.2459208770484453e-05 1.9926419057101796e-09 0.78949806369051 702
1 185512838 187847742 -3.039997611160909e-05 -0.39215462096133963 0.00013015700858876698 4.6170465400258316e-05 2.2743898760486078e-09 0.5238368724709551 794
1 187848898 189756187 -1.4868879718097324e-05 -1.5271318107767256 5.625736564422693e-06 1.685093709125936e-05 1.634780705672368e-09 0.7130622969623923 590
1 189758772 190107648 8.189742627123857e-06 NA 5.608646553911089e-06 -1.0565784995414554e-07 4.173866611554631e-10 0.6885175952599892 155
1 190107883 191432168 2.2963076766666283e-05 0.7391399896087134 2.957593000107502e-05 3.2633852530722305e-05 1.2387494610642834e-09 0.5141195381149164 466
1 191433917 192444256 2.4049676144584606e-05 0.7525867466085798 2.6487456488765603e-05 3.855361239755788e-05 8.905296799766085e-10 0.42029636209990684 326
1 192452631 193504005 -1.8731172617729234e-05 NA 9.076195130184289e-05 -9.981865265353897e-06 9.691872624889497e-10 0.5473912778264096 330
1 193505535 194000243 1.613807074465026e-05 NA 8.94680000226324e-06 -2.743057691253585e-06 5.157201027848267e-10 0.4773124857595098 193
1 194000953 194733444 1.6183235845975874e-05 3.5238553149130167 2.7573644612295574e-05 7.648925234362286e-07 5.643708839987651e-10 0.4957365884952383 209
1 194734415 195155161 1.1022681340719886e-05 NA -1.4968712693156113e-05 1.6664028750574944e-05 4.671382867430204e-10 0.6100561146042278 175
1 195155293 195995510 2.439255372009815e-07 NA -2.1833154719196445e-05 -2.1128279851441304e-06 8.492437515024541e-10 0.9933215438266969 300
1 195995948 197309603 -3.0673432068148325e-05 -1.2098126903644408 3.285403534605729e-05 1.9565896542729823e-05 8.81353710675466e-10 0.3015071338780355 320
1 197310096 198540028 -2.6207664817790664e-05 NA -2.5852494868213174e-06 5.2866029641646544e-05 1.1820526755265225e-09 0.4458977412369046 409
1 198540418 199578700 -2.9478637574036875e-05 -0.3154587995807804 0.0002184959700697681 3.996557736287153e-05 1.451543290236923e-09 0.4390873400730314 351
1 199580285 201070422 4.5936947049374376e-05 0.6561236707290165 0.00035961214001668817 1.3630710726960957e-05 1.8896777819604537e-09 0.29063014907840756 644
1 201070740 201365889 -2.0461818193487774e-05 NA 0.0001526610663300903 -7.538703495477052e-06 7.684269096272028e-10 0.46042504295813724 250
1 201366509 202820077 -6.924199363416693e-05 -0.5976394517684012 0.00019190284717499783 6.9948626605395e-05 2.1690369256579056e-09 0.13708253056824765 573
1 202820815 203979519 4.099391096915028e-06 0.4895744627164747 0.00036643321178095133 1.9134026275928676e-07 1.5021736070385215e-09 0.915765460905803 471
1 203980019 205458538 -1.8749092994254346e-05 -0.1921255082999261 0.000604099893781052 1.57645547050931e-05 2.3170244827630455e-09 0.6969013425445423 761
1 205459511 206705609 5.184200657752411e-06 0.16308124596396584 5.518935981935137e-05 1.83105001643131e-05 1.0592266426747638e-09 0.8734407334655587 313
1 206706419 208158787 1.647071087597952e-05 0.6982013292136275 9.239926483494414e-05 6.022749900057699e-06 1.5839006089231561e-09 0.6789801798805177 537
1 210741816 211763053 -2.0863082783386483e-05 NA 2.5665643549526253e-05 -2.0235590918038438e-05 1.3101826404394235e-09 0.5643550788791851 423
1 208160220 210738604 -3.428994340079264e-05 -0.3128342765590188 0.000564805007400759 2.1271902551243907e-05 3.923106010703497e-09 0.5840633039019822 1251
1 211763754 213578006 -1.94702833212797e-05 NA 3.3815748306266345e-05 -2.020757912135376e-05 1.9521833451583245e-09 0.6594530319300241 621
1 213578592 215128675 -3.0986348978278896e-05 -0.6167300429865435 0.00037610304010052986 6.711873486604032e-06 2.218710373425423e-09 0.510641120174006 713
1 215129087 216672805 2.7100256411453923e-05 NA 5.3611848750316386e-05 -6.856433410406703e-06 1.7649717581513452e-09 0.518884061858173 605
1 216673326 217575665 5.748776082888941e-06 0.13132741502106546 3.335954661161636e-05 5.744071731313953e-05 1.9833120463662014e-09 0.8972894292658391 649
1 217577346 218860068 -1.7742506722422035e-05 NA 0.0001527426938817194 -4.5664572454683706e-07 1.6040471156086278e-09 0.6577637485886314 509
1 218860456 220068681 -6.102723977568021e-05 NA 0.001143175201665178 -2.1300012304578583e-05 1.6799994144249467e-09 0.13651042382845208 517
1 220069681 221856899 -1.081750697822655e-06 NA 6.134564471006229e-05 -1.558933324139046e-05 1.816417716226724e-09 0.9797505723545284 627
1 221857359 223630391 1.91333496257698e-05 0.7420313872523732 6.207088878260352e-05 1.0711480440624282e-05 1.868016253548099e-09 0.6579892609694475 633
1 223630619 224434769 -1.2229828719536189e-05 -0.31904145284722396 0.00012446522183336497 1.1805883772135751e-05 7.751701111337875e-10 0.6604730017217824 266
1 224435934 226143348 7.793175448041569e-06 NA -3.1911842933622954e-05 2.6691972637418015e-06 1.6354867464941353e-09 0.8471907177850239 557
1 226146348 226808294 9.54710974930736e-06 1.9930627517101547 5.166325258641827e-07 4.441402573918337e-05 6.985984813826923e-10 0.717943504605308 235
1 226808697 228100891 -3.531470694700807e-05 -6.306510672475446 2.1534804683251727e-06 1.45610269668385e-05 1.6062844023639723e-09 0.3782426327970463 555
1 228101119 229075210 -9.13575254122174e-07 NA 0.0001340795131490649 -3.956315772585215e-06 8.752758864550836e-10 0.9753655488354712 314
1 229076157 230477970 -3.435109839120208e-05 -1.4467263578532812 1.216581043885334e-05 4.634121579680033e-05 1.782300456479739e-09 0.41583202217314075 596
1 230479324 231318678 1.6336062651916242e-05 0.3334555434471773 3.8760471401171646e-05 6.1919843094666e-05 1.5875612239692126e-09 0.6818071302092004 488
1 231321215 232382234 1.4527588534315566e-05 0.6444393435495526 3.43326643041308e-05 1.480183168068019e-05 1.4207098016380175e-09 0.6999219312662082 465
1 232384356 232949914 8.51693051762555e-06 NA 1.0307351197370018e-05 -2.2752216581320603e-06 1.1031271583301958e-09 0.7976181491476841 331
1 232950888 233750725 3.899656622623653e-06 NA 0.0001433115005015637 -2.9381259021829405e-05 1.2650166691111058e-09 0.9126930410435729 405
1 233753991 234206593 6.489768011245779e-06 NA -2.0529149074203932e-05 9.062282420781676e-06 6.907454457019887e-10 0.8049640261709475 216
1 234209087 235772624 4.999166847977363e-05 0.4962660089203991 0.00034359375539055973 2.9533909619385057e-05 2.915839700612975e-09 0.3545514421089879 668
1 235773790 236536723 2.0116513504005466e-05 2.160171555960937 4.458268596743187e-05 1.9451930534382922e-06 8.946302974041025e-10 0.5012273770187384 300
1 236537770 237493854 1.7071999528383034e-05 NA -9.24298796610884e-06 3.889094524232415e-06 1.7175496995859653e-09 0.6803863429829015 533
1 237495080 239297872 2.063581053137563e-05 NA -5.2278176289120214e-05 4.1417149476398896e-05 2.7610216537118375e-09 0.6945238883708678 867
1 239299272 240562764 2.749459435130828e-06 0.058091081789484175 0.00022337051621824678 1.0028820473905535e-05 2.112279028859066e-09 0.9522962247180176 640
1 240563367 241178287 -1.2859373393461253e-06 NA -5.394407035668311e-05 1.721935717793273e-05 1.2084033723971485e-09 0.9704909749032709 316
1 241178944 241766551 -9.408248628120855e-06 -0.40956528435249556 3.656958281744272e-05 1.4429500251952028e-05 1.1575135869882585e-09 0.7821393176022771 341
1 241768617 242697031 1.5052353357410182e-05 NA -1.7340210346665867e-05 2.6146165385610985e-05 1.5894396714793427e-09 0.7057598074889162 462
1 242700803 244105053 -8.41027794578623e-05 -1.26938486721746 5.065590149317568e-05 8.665707294661787e-05 1.4477176234394286e-09 0.027078279796114543 442
1 244106113 244927751 -8.885313095572687e-06 -0.2724311891203748 6.821421432407415e-05 1.559397875517102e-05 1.2032464521724663e-09 0.7978345228917426 354
1 244929262 246606531 -6.0339040985557936e-06 NA -1.8823569552561685e-05 3.151242780595111e-05 2.5690329208721395e-09 0.905239181207244 784
1 246606926 246989171 3.193855644384477e-05 1.0934468692332728 4.874615309468395e-05 1.750228885410094e-05 4.895231884551144e-10 0.14886857573816686 160
1 246991094 247838628 2.987361012096409e-06 NA 6.694188306165873e-05 -1.1754938870571868e-05 1.1759533922416866e-09 0.930580148173037 357
1 247838870 248585259 -8.500047333936765e-06 -1.16832380736883 2.0358839077224426e-05 2.5999394009875e-06 7.807738200437911e-10 0.7609757846457764 269
2 11320 1158981 -1.850944645178561e-05 -0.16341931482777794 0.0002520952246706848 5.088801047536888e-05 1.4414658384068332e-09 0.625890814166066 523
2 1159982 1681720 8.394217228926664e-07 NA 8.700238640842928e-05 -1.144327698688355e-06 6.395287292119899e-10 0.9735204566476435 214
2 1683187 3003071 -1.3966313203861533e-05 NA 0.00015203050243425866 -5.910700609938857e-06 2.112354657600421e-09 0.7612213192408454 659
2 3003472 4148069 -2.590203641831265e-06 NA -2.76732743013401e-05 1.134306630945295e-05 1.63898196183922e-09 0.9489858484009804 546
2 4148784 5017172 -4.406483184598185e-06 -0.10881263313871348 5.928401338012187e-05 2.7662281595215963e-05 1.1296829280609259e-09 0.8956935403171116 380
